car_id,mileage,tax,mpg,engine_size,paint_quality,previous_owners,brand,model,transmission,fuel_type,year,has_damage
7547,27312.0,145.0,57.6,2.0,32.0,3,BMW,2 Series,Semi-Auto,Diesel,2018,False
73535,12000.0,145.0,53.3,1.4,62.0,1,VW,Passat,Manual,Petrol,2018,False
62081,37819.0,125.0,51.4,1.2,70.0,4,Opel,,Unknown,Petrol,2014,False
24510,9066.0,95.0,65.7,1.0,65.0,4,Ford,Fiesta,Manual,Petrol,2017,False
33819,19367.0,134.5,51.4,1.4,96.0,4,Hyundai,i30,Automatic,Petrol,2017,False
17973,16310.0,125.0,50.4,1.0,31.0,1,Ford,Tourneo Connect,Manual,Petrol,2017,False
68460,5000.0,145.0,32.5,2.0,66.0,0,VW,T-Roc,Automatic,Petrol,2019,False
55244,15585.0,95.0,65.7,1.0,70.0,3,Toyota,AYGO,Manual,Petrol,2012,False
47445,11125.0,145.0,57.7,1.0,99.0,1,Skoda,Fabia,Manual,Petrol,2019,False
68323,18743.0,145.0,58.9,1.0,39.0,1,VW,Polo,Manual,Petrol,2017,False
11067,20986.0,125.0,60.1,2.0,43.0,3,BMW,,Automatic,Diesel,2016,False
69509,9142.0,95.0,61.4,1.4,47.0,0,VW,Polo,Manual,Petrol,2015,False
61936,52145.0,95.0,67.3,1.6,90.0,1,Opel,GTC,Manual,Diesel,2015,False
10041,33074.0,137.25,51.4,3.0,44.0,2,BMW,4 Series,Automatic,Diesel,2024,False
55378,13951.0,145.0,69.0,1.0,59.0,4,Toyota,AYGO,Manual,Petrol,2017,False
66700,40000.0,175.0,36.2,1.6,1.7694736373257314,0,VW,Beetle,Manual,Petrol,2007,False
44582,6000.0,143.75,57.05749999999999,1.5,89.0,0,Mercedes,C-Class,Automatic,Petrol,2011,False
41160,51284.0,125.0,53.3,1.6,57.0,3,Mercedes,A-Class,Semi-Auto,Petrol,2016,False
13137,23157.55,145.0,55.4,2.0,75.0,0,BMW,3 Series,,Diesel,2019,False
48122,3245.0,150.0,67.3,1.6,72.0,2,Skoda,Octavia,Manual,Diesel,2019,False
10885,41000.0,95.0,62.8,2.0,90.0,0,BMW,3 Series,Semi-Auto,Diesel,2014,False
44148,69941.0,135.5,53.67999999999999,1.5,89.0,0,Mercedes,C-Class,Semi-Auto,Petrol,2019,False
32910,13281.0,95.0,60.1,1.0,98.0,3,Hyundai,i10,Manual,Petrol,2014,False
12713,5161.0,145.0,61.4,2.0,94.0,0,BMW,X2,Semi-Auto,Diesel,2019,False
38195,8473.0,145.0,54.3,2.0,92.0,0,Mercedes,C-Class,Semi-Auto,Diesel,2019,False
56431,14005.0,145.0,43.5,1.4,46.0,2,Opel,Mokka X,Manual,Petrol,2018,False
3801,32500.0,95.0,61.4,2.0,71.0,2,Audi,Q3,Manual,Diesel,2017,False
58713,11940.0,150.0,54.3,1.4,79.0,1,Opel,Corsa,Manual,Petrol,2017,False
35884,13275.0,135.0,57.88000000000001,2.0,3.2074178424107345,0,Mercedes,C-Class,Automatic,Diesel,2019,False
55291,10380.0,145.0,68.9,1.0,30.0,2,Toyota,AYGO,Manual,Petrol,2018,0
35066,12450.0,145.0,52.3,1.6,99.0,1,Mercedes,A-Class,Semi-Auto,Petrol,2018,False
55384,13626.0,150.0,47.1,1.5,55.0,4,Toyota,Yaris,Manual,Petrol,2018,False
51968,45500.0,150.0,58.9,1.5,92.0,2,Toyota,Yaris,Manual,Petrol,2017,False
15448,26715.0,125.75,60.90999999999999,1.0,82.0,0,Ford,Focus,Manual,Petrol,2017,False
66041,17503.5,145.0,47.9,1.4,67.0,1,VW,Polo,Semi-Auto,Petrol,2013,False
54856,12567.0,140.0,74.3,1.8,64.55,0,Toyota,C-HR,Automatic,Hybrid,2019,False
51538,31865.0,145.0,58.9,1.5,68.0,2,Toyota,Yaris,Manual,Petrol,2018,False
67155,2950.0,145.0,50.4,1.5,77.0,3,VW,Golf,Manual,Petrol,2019,False
27938,1137.0,138.75,57.10297447720335,1.5,87.0,3,Ford,Focus,Automatic,Petrol,2019,False
7059,22234.65,145.0,34.0,2.0,71.0,2,Audi,Q2,Automatic,Petrol,2019,False
5018,69941.0,95.0,64.2,2.0,71.0,4,Audi,A4,Manual,Diesel,2016,False
13550,9816.0,150.0,38.2,2.0,33.0,0,BMW,2 Series,Semi-Auto,Petrol,2018,False
10165,22358.0,145.0,56.5,3.0,45.0,1,BMW,3 Series,Semi-Auto,Diesel,2015,False
44284,10101.0,145.0,60.1,1.5,42.0,2,Mercedes,B-Class,Automatic,Diesel,2019,False
59846,12654.0,145.0,39.2,1.4,78.0,0,Opel,Mokka X,Manual,Petrol,2019,False
70738,31000.0,95.0,62.8,2.0,48.0,1,VW,Golf,Semi-Auto,Diesel,2016,False
137,69941.0,175.0,41.5,3.0,76.0,2,Audi,Q5,Automatic,Diesel,2014,False
6538,23.0,145.0,40.4,2.0,97.0,2,Audi,A5,Semi-Auto,,2019,False
40859,5098.0,136.25,57.60547447720336,1.5,51.0,4,Mercedes,C-Class,Automatic,Petrol,2019,False
25194,12427.0,95.0,62.8,1.0,71.0,1,Ford,Fiesta,Manual,Petrol,2017,False
30613,2587.0,145.0,45.6,1.0,83.0,1,Ford,EcoSport,Automatic,Petrol,2019,False
10575,40542.0,95.0,65.7,2.0,85.0,2,BMW,4 Series,Semi-Auto,Diesel,2017,False
62907,17670.0,160.0,43.5,1.4,90.0,2,Opel,Mokka,Automatic,Petrol,2015,False
73759,4256.0,145.0,39.8,2.0,55.0,1,VW,Tiguan,Semi-Auto,Diesel,2020,False
74830,14725.0,95.0,67.3,2.0,33.0,4,VW,Passat,Manual,Diesel,2015,False
64927,14179.0,145.0,51.4,1.4,32.0,1,Opel,Astra,Manual,Petrol,2019,False
68455,5730.0,145.0,47.1,1.5,95.0,4,VW,Golf,Manual,Petrol,2019,False
10964,46015.0,125.0,58.9,2.0,71.0,0,BMW,3 Series,Manual,Diesel,2015,False
49918,31602.0,145.0,68.9,1.6,50.0,0,Skoda,Octavia,Manual,Diesel,2018,False
75121,30339.0,95.0,60.1,1.2,59.0,1,VW,Polo,Manual,Petrol,2015,False
24202,25668.0,127.0,55.435,1.0,64.0,2,Ford,Focus,Automatic,Petrol,2017,False
73628,24762.0,150.0,64.2,1.0,87.0,3,VW,Polo,Manual,Petrol,2018,False
47530,7730.0,150.0,50.4,1.0,81.0,2,Skoda,Fabia,Manual,Petrol,2019,False
56952,16546.0,145.0,42.2,1.3,91.0,4,Opel,Kadjar,Manual,Petrol,2018,False
63015,4790.0,145.0,47.9,1.2,32.0,1,Opel,Crossland X,Manual,Petrol,2019,False
52880,17558.0,95.0,69.0,1.0,74.0,0,Toyota,AYGO,Manual,Petrol,2014,False
42601,30148.0,145.0,72.4,2.0,45.0,3,Mercedes,E-Class,Automatic,Diesel,2017,False
3279,5000.0,145.0,49.6,1.6,54.0,3,Audi,Q2,Manual,Diesel,2010,0
66947,15750.0,95.0,60.1,1.0,49.0,4,VW,Polo,Manual,Petrol,2016,False
23525,9963.0,145.0,58.9,1.5,35.0,2,Ford,Kuga,Semi-Auto,Diesel,2017,False
30484,15332.0,129.25,59.2625,1.0,37.0,1,Ford,Focus,Manual,Petrol,2018,False
6330,60484.0,95.0,64.2,2.0,41.0,0,Audi,,Semi-Auto,Diesel,2014,False
41508,13924.0,145.0,65.7,2.0,65.0,1,Mercedes,E-Class,Semi-Auto,Diesel,2019,False
58699,69941.0,160.0,45.6,1.4,40.0,2,Opel,Corsa,Manual,Petrol,2009,False
41953,14307.0,145.0,46.3,1.5,70.0,4,Mercedes,C-Class,Semi-Auto,Petrol,2019,False
69538,20811.0,145.0,49.6,2.0,97.0,3,VW,Tiguan,Automatic,Diesel,2017,False
64515,15840.0,95.0,55.4,1.4,81.0,1,Opel,Corsa,Manual,Petrol,2017,False
65042,35100.0,175.0,44.1,2.2,44.0,3,Opel,Antara,Manual,Diesel,2012,False
32575,55190.0,140.0,78.5,1.6,89.0,0,Hyundai,Ioniq,Automatic,Hybrid,2011,False
47820,4433.0,145.0,38.2,2.0,59.0,3,Skoda,Superb,Automatic,Petrol,2020,False
38298,9160.0,145.25,54.90547447720335,1.5,88.0,3,Mercedes,C-Class,Semi-Auto,Petrol,2019,False
13186,15066.0,95.0,83.1,1.5,92.0,0,BMW,1 Series,Manual,Diesel,2016,False
1495,69941.0,95.0,72.4,2.0,43.0,3,Audi,A4,Automatic,Diesel,2015,False
59028,12623.0,145.0,55.4,1.4,86.0,0,Opel,Corsa,Manual,Petrol,2018,False
29358,9000.0,145.0,65.7,1.0,85.0,0,Ford,Fiesta,Manual,Petrol,2018,False
22426,861.0,145.0,45.6,1.0,46.0,1,Ford,EcoSport,Automatic,Petrol,2019,False
40973,8036.0,145.0,47.9,1.45,93.0,1,Mercedes,A-Class,Automatic,Petrol,2019,False
40351,5884.0,145.0,31.4,3.2,91.0,0,Mercedes,SL-Class,Semi-Auto,Petrol,2019,False
74098,2512.0,145.0,50.4,1.6,1.7694736373257314,3,VW,T-Roc,Manual,Diesel,2019,False
51930,2771.0,135.0,54.3,2.0,90.0,2,Toyota,C-HR,Automatic,Hybrid,2019,False
10917,20000.0,150.0,62.8,0.3134065828348564,36.0,3,BMW,3 Series,Semi-Auto,Diesel,2017,False
11377,41363.0,125.0,60.1,2.0,52.0,1,BMW,3 Series,Automatic,Diesel,2014,False
12884,16000.0,145.0,72.4,1.5,34.0,0,BMW,1 Series,Manual,Diesel,2017,False
68240,23356.0,175.0,40.4,2.0,89.0,2,VW,Golf,Semi-Auto,Petrol,2015,False
12158,31499.0,145.0,54.3,3.0,31.0,0,BMW,3 Series,Automatic,Diesel,2016,False
39781,16283.0,145.0,41.5,2.1,81.0,2,Mercedes,GLC-Class,Automatic,Diesel,2019,False
454,45478.0,150.0,50.4,1.4,30.0,3,Audi,Q2,Manual,Petrol,2017,False
19402,16421.0,95.0,65.7,1.0,79.0,3,Ford,Fiesta,Manual,Petrol,2016,False
28122,8565.0,145.0,55.4,1.1,84.0,4,Ford,Fiesta,Manual,Petrol,2018,False
66910,7071.0,145.0,49.6,1.6,86.0,3,VW,Touran,Automatic,Diesel,2019,False
4225,4576.0,145.0,43.5,1.5,72.0,1,Audi,A3,Semi-Auto,Petrol,2019,False
62936,9878.0,145.0,47.1,1.4,54.0,2,Opel,Corsa,Automatic,Petrol,2017,False
18885,13879.0,145.0,48.7,1.0,82.0,1,Ford,EcoSport,Semi-Auto,Petrol,2018,False
41654,1676.0,145.0,51.4,2.0,35.0,4,Mercedes,C-Class,Unknown,Diesel,2019,False
19238,2532.0,133.75,52.59797447720335,2.3,39.0,3,Ford,Focus,Manual,Petrol,2019,False
26337,10249.0,134.25,57.325,2.0,60.0,4,Ford,Focus,Manual,Petrol,2018,False
62416,7898.0,145.0,39.2,1.4,82.0,2,Opel,Mokka X,Manual,Petrol,2019,False
5636,65019.0,175.0,47.9,3.0,72.0,2,Audi,Q7,Semi-Auto,Diesel,2016,False
58262,39000.0,175.0,42.2,1.4,57.0,2,Opel,Zafira,Manual,Petrol,2017,False
37957,2000.0,132.25,53.375,1.5,95.0,2,Mercedes,C-Class,Semi-Auto,Petrol,2019,False
75125,3500.0,145.0,44.1,2.0,34.0,1,VW,Arteon,Automatic,Diesel,2020,0
67667,7048.0,145.0,48.7,1.8,64.0,4,VW,Passat,Semi-Auto,Petrol,2018,False
70222,32152.0,150.0,54.3,1.4,68.0,4,VW,Golf,Manual,Petrol,2019,False
27829,25047.0,95.0,57.7,1.0,82.0,0,Ford,Fiesta,Semi-Auto,Petrol,2015,False
49288,32524.0,125.0,51.4,1.2,71.0,3,Skoda,Yeti Outdoor,Semi-Auto,Petrol,2017,False
5075,6000.0,145.0,47.9,1.0,57.0,4,Audi,A1,Manual,Petrol,2019,False
32551,42125.0,95.0,56.5,1.2,80.0,4,Hyundai,i10,Manual,Petrol,2010,False
72568,23692.6,145.0,39.2,2.0,97.0,4,VW,Tiguan,Semi-Auto,Diesel,2019,False
55278,39094.0,175.0,40.4,2.4,63.0,4,Toyota,Hilux,Manual,Diesel,2017,False
51912,42192.0,95.0,74.3,1.8,59.0,4,Toyota,C-HR,Automatic,Hybrid,2017,False
62396,12345.0,150.0,50.4,1.4,32.0,2,Opel,Astra,Semi-Auto,Petrol,2017,False
36521,47130.0,95.0,67.3,2.1,32.0,2,Mercedes,A-Class,Automatic,Diesel,2016,False
63202,16921.75,145.0,44.8,1.2,72.3,2,Opel,Crossland X,Unknown,Petrol,2019,False
44110,1683.0,145.0,62.8,1.5,53.0,2,Mercedes,A-Class,Automatic,Diesel,2019,False
24125,3000.0,136.0,52.415,1.5,58.0,1,Ford,,Manual,Diesel,2019,False
20658,10700.0,136.75,55.875,1.0,60.0,0,Ford,Focus,Manual,Petrol,2019,False
59368,7500.0,95.0,62.8,1.0,47.0,0,Opel,Viva,Manual,Petrol,2017,False
9193,26615.0,175.0,44.8,1.9250000000000003,39.0,3,BMW,X6,Semi-Auto,Diesel,2016,False
26264,22093.0,145.0,67.3,2.0,32.0,4,Ford,Focus,Manual,Diesel,2017,False
63313,10658.0,95.0,55.4,1.4,45.0,2,Opel,Corsa,Manual,Petrol,2016,False
23976,12035.0,95.0,55.4,1.0,70.0,3,Ford,C-Max,Manual,Petrol,2017,False
54081,5342.0,145.0,56.5,1.0,87.0,0,Toyota,AYGO,Manual,Petrol,2018,False
29543,1196.0,145.0,43.5,1.2,66.0,3,Ford,Ka+,Manual,Petrol,2019,False
60880,15995.0,150.0,43.5,1.4,83.0,2,Opel,Corsa,Manual,Petrol,2019,False
42190,40599.0,95.0,68.9,2.1,44.0,1,Mercedes,A-Class,Automatic,Diesel,2015,False
29742,20682.0,145.0,54.3,1.6,39.0,0,Ford,S-Max,Manual,Diesel,2015,False
23437,13437.0,131.0,57.785948954406706,1.0,81.0,3,Ford,Focus,Automatic,Petrol,2019,False
51132,33900.0,150.0,43.5,2.0,44.0,4,Toyota,RAV4,Automatic,Petrol,2017,False
4204,10380.0,145.0,41.5,1.5,96.0,0,Audi,A3,Automatic,,2019,False
16711,12624.0,133.75,54.31500000000001,1.0,34.0,1,Ford,Focus,Manual,Petrol,2019,False
64419,56093.0,175.0,43.5,1.6,40.0,3,Opel,Mokka,Manual,Petrol,2014,False
10840,34382.0,125.0,57.6,2.0,84.0,4,BMW,X1,Semi-Auto,Diesel,2016,False
36254,10434.0,150.0,48.7,2.9,60.0,2,Mercedes,E-Class,Automatic,Diesel,2019,False
27128,44595.0,145.0,52.3,2.0,88.0,2,Ford,Kuga,Automatic,Diesel,2016,False
29302,30495.0,145.0,87.55,1.2,77.0,1,Ford,Ka+,Manual,Petrol,2018,False
60027,69941.0,95.0,21.549999999999997,2.0,56.0,0,Opel,Insignia,Manual,Diesel,2014,False
74093,5400.0,145.0,34.0,3.0,55.0,1,VW,Touareg,Automatic,Diesel,2019,False
45350,11461.0,145.0,57.7,2.1,87.0,0,Mercedes,CLS-Class,Semi-Auto,Diesel,2018,False
45965,18902.0,145.0,65.7,2.0,98.0,4,Mercedes,E-Class,Automatic,Diesel,2017,False
47906,23007.0,150.0,51.4,1.2,34.0,1,Skoda,Yeti Outdoor,Semi-Auto,Petrol,2017,False
26121,17312.0,145.0,60.1,1.0,39.0,2,Ford,Focus,Manual,Petrol,2018,False
67489,10786.0,150.0,60.1,1.2,64.0,1,VW,Polo,Semi-Auto,Petrol,2017,False
29708,13452.0,134.5,55.6689214576135,1.0,41.0,4,Ford,Focus,Manual,Petrol,2019,0
16747,12771.0,145.0,54.3,2.0,74.0,2,Ford,S-Max,Manual,Diesel,2019,False
3683,4500.0,145.0,47.1,1.0,48.0,4,Audi,Q2,Manual,Petrol,2019,False
64820,9370.0,95.0,64.2,1.0,43.0,4,Opel,Astra,Manual,,2016,False
45184,14026.0,145.0,56.5,2.1,67.0,1,Mercedes,GL-Class,Automatic,Diesel,2011,False
6164,35395.0,175.0,34.9,2.5,53.0,3,Audi,RS3,Semi-Auto,Petrol,2015,False
3116,18617.0,95.0,60.1,1.0,32.0,2,Audi,A3,Manual,Petrol,2016,False
28535,69941.0,145.0,53.3,2.0,77.0,1,Ford,Mondeo,Manual,Diesel,2012,False
28978,32000.0,125.0,52.80499999999999,1.2,54.0,0,Ford,Fiesta,Manual,Petrol,2015,False
24319,55246.0,129.25,55.0825,1.6,47.0,4,Ford,Focus,Manual,Diesel,2014,False
71702,5608.0,150.0,47.9,2.0,31.0,0,VW,Tiguan,Manual,Diesel,2019,False
40482,3822.0,145.0,44.1,2.0,56.0,1,Mercedes,C-Class,Semi-Auto,Petrol,2019,False
23419,60.0,145.0,58.9,1.0,39.0,3,Ford,Fiesta,Manual,Petrol,2019,False
12114,10058.0,145.0,37.2,1.5,79.0,1,BMW,1 Series,Automatic,,2018,False
56492,22005.0,175.0,40.9,1.6,76.0,0,Opel,Mokka,,Petrol,2015,False
409,43662.0,95.0,67.3,2.0,46.0,2,Audi,A3,Manual,Diesel,2014,False
33250,13312.0,150.0,31.7,2.5,74.0,3,Hyundai,i800,Manual,Diesel,2019,False
32785,69941.0,95.0,76.3,1.6,87.0,3,Hyundai,i30,Manual,Diesel,2014,False
22298,29479.0,136.75,56.422974477203354,1.6,36.0,3,Ford,Focus,Semi-Auto,Petrol,2014,False
46521,43939.0,175.0,46.3,3.0,50.0,1,Mercedes,CLS-Class,Automatic,Diesel,2013,False
37632,14923.0,136.0,55.81500000000001,2.0,57.0,1,Mercedes,C-Class,Semi-Auto,Diesel,2019,False
36827,500.0,175.0,35.8,2.3,53.0,4,Mercedes,X-Class,Automatic,Diesel,2019,False
18019,43000.0,160.0,41.5,1.3,83.0,2,Ford,Fiesta,Manual,Petrol,2000,False
42873,7861.0,141.75,52.6789214576135,1.5,43.0,3,Mercedes,C-Class,Semi-Auto,Petrol,2019,False
61037,5522.0,145.0,51.4,1.4,49.0,0,Opel,Astra,Manual,Petrol,2019,False
58584,39708.0,160.0,43.5,1.4,64.0,4,Opel,Mokka,Automatic,Petrol,2016,False
25549,28828.0,145.0,65.7,1.0,68.0,0,Ford,Fiesta,Manual,Petrol,2017,False
74616,69941.0,95.0,67.3,2.0,40.0,4,VW,Golf,Manual,Diesel,2016,False
17287,10474.0,133.75,56.7625,1.5,37.0,2,Ford,Focus,Manual,Diesel,2017,False
17985,2418.0,150.0,43.5,1.2,84.0,1,Ford,Ka+,Manual,Petrol,2019,False
8916,4386.0,150.0,54.3,2.0,81.0,1,BMW,X3,Semi-Auto,Diesel,2019,False
41115,32131.0,145.0,72.4,2.0,99.0,2,Mercedes,E-Class,Automatic,Diesel,2018,False
50004,9775.0,150.0,57.7,1.0,54.0,3,Skoda,Fabia,Manual,Petrol,2018,False
22224,5257.0,145.0,58.9,1.0,93.0,3,Ford,Focus,Manual,Petrol,2019,False
68540,21595.0,95.0,60.1,1.2,90.0,2,VW,Polo,Manual,Petrol,2016,False
53727,7469.0,135.0,76.3,1.5,43.0,2,Toyota,Yaris,Automatic,Hybrid,2017,False
59837,34035.0,145.0,47.1,1.4,54.0,2,Opel,Meriva,Manual,Petrol,2016,False
16093,27401.0,150.0,56.5,1.0,82.0,1,Ford,Fiesta,Manual,Petrol,2018,False
42116,23321.0,145.0,39.2,3.0,79.0,2,Mercedes,GLE-Class,Semi-Auto,Diesel,2017,False
2659,69941.0,175.0,40.9,2.0,57.0,1,Audi,A4,Automatic,Petrol,2015,False
932,20814.0,145.0,54.3,1.4,78.0,3,Audi,Q2,Semi-Auto,Petrol,2017,False
74435,57000.0,95.0,62.8,2.0,49.0,1,VW,Golf,Automatic,Diesel,2016,False
32888,13817.0,145.0,52.59797447720335,1.4,84.0,3,Hyundai,ix20,Unknown,Petrol,2017,False
67156,15397.0,150.0,54.3,1.6,88.0,4,VW,Golf,Semi-Auto,Diesel,2019,0
56618,23092.0,95.0,55.4,1.4,62.0,2,Opel,Corsa,Manual,Petrol,2016,False
39671,35825.0,125.0,57.7,2.1,42.0,3,Mercedes,CLS-Class,Unknown,Diesel,2016,False
69132,12140.0,95.0,53.3,1.4,31.0,4,VW,Golf,Automatic,Petrol,2016,False
24553,50000.0,160.0,45.6,1.4,60.0,4,Ford,Fiesta,Manual,Petrol,2007,False
6848,69941.0,160.0,49.6,3.0,79.0,3,Audi,A5,Semi-Auto,Diesel,2015,False
34760,34605.0,145.0,28.0,2.5,54.0,2,Hyundai,i800,Automatic,Diesel,2022,False
42900,13632.0,145.0,65.7,1.5,81.0,4,Mercedes,A-Class,Semi-Auto,Diesel,2019,0
57782,7049.0,145.0,44.8,1.2,97.0,0,Opel,Crossland X,Manual,Petrol,2019,False
13151,3414.0,145.0,37.2,3.0,35.0,1,BMW,X4,Semi-Auto,Diesel,2019,False
5553,37971.2,95.0,62.54,2.0,74.0,3,Audi,A3,Manual,Diesel,2010,False
6383,17775.0,175.0,43.5,2.0,40.0,0,Audi,A3,Semi-Auto,Petrol,2017,False
26291,69941.0,145.0,53.3,2.0,69.0,3,Ford,Focus,Semi-Auto,Diesel,2014,False
75700,18132.65,145.0,42.8,1.5,71.0,0,VW,Golf SV,Semi-Auto,Petrol,2019,False
72575,21444.0,95.0,68.9,2.0,34.0,3,VW,Golf,Manual,Diesel,2017,False
4385,23000.0,95.0,65.71000000000001,1.0,30.0,0,Audi,A1,Manual,Petrol,2016,False
19935,11906.0,145.0,58.9,1.0,94.0,4,Ford,Fiesta,Manual,Petrol,2019,False
21708,4284.0,145.0,61.4,1.5,72.0,4,Ford,Grand Tourneo Connect,Manual,Diesel,2019,False
10795,206.0,145.0,48.7,2.0,61.0,4,BMW,1 Series,Semi-Auto,Diesel,2020,False
70818,49979.0,95.0,53.3,1.4,69.0,0,VW,Golf,Manual,,2019,False
50891,13540.0,165.0,44.1,2.0,50.0,0,Skoda,Octavia,Semi-Auto,Petrol,2017,False
18065,23.0,145.0,65.7,2.0,49.0,0,Ford,Mondeo,Manual,Diesel,2019,False
5555,46942.0,95.0,74.3,1.6,42.0,0,Audi,A1,Manual,Diesel,2012,False
64355,100.0,145.0,54.3,1.2,59.0,2,Opel,Astra,Manual,Petrol,2019,False
38399,14895.0,136.0,55.81500000000001,2.0,57.0,1,Mercedes,C-Class,Semi-Auto,Diesel,2019,False
27808,3961.0,150.0,45.6,1.5,40.0,3,Ford,Kuga,Manual,Diesel,2019,False
19950,49080.0,95.0,74.3,1.5,42.0,4,Ford,Focus,Manual,Diesel,2016,False
40313,18812.0,150.0,48.7,2.1,80.0,1,Mercedes,V-Class,Automatic,Diesel,2019,False
40116,47106.0,141.0,56.402499999999996,1.6,47.0,1,Mercedes,C-Class,Manual,Diesel,2017,False
56417,19517.0,150.0,62.8,1.0,54.0,3,Opel,Astra,Manual,Petrol,2018,False
11478,9434.0,145.0,48.7,2.0,94.0,0,BMW,2 Series,Automatic,Diesel,2019,False
47505,6495.0,95.0,60.1,1.0,32.0,4,Skoda,Fabia,Manual,Petrol,2019,False
2986,4000.0,145.0,33.2,3.0,84.0,0,Audi,Q7,Automatic,Diesel,2020,False
12643,7137.0,145.0,65.7,2.0,31.0,0,BMW,X1,Semi-Auto,Diesel,2019,False
23615,26375.0,125.0,51.4,1.2,36.0,2,Ford,Fiesta,Manual,Petrol,2012,False
42165,13654.0,137.75,58.355,1.5,84.0,0,Mercedes,,Semi-Auto,Petrol,2019,False
32811,28433.0,95.0,52.3,1.0,75.0,1,Hyundai,Kona,Manual,Petrol,2018,False
72243,10.0,145.0,55.4,1.6,59.0,1,VW,Golf,Manual,Diesel,2019,False
73842,17266.8,145.0,52.3,1.0,73.0,1,VW,Polo,Manual,Petrol,2019,False
66791,9100.0,150.0,64.2,1.0,54.0,3,VW,Up,Manual,Petrol,2019,False
55212,35002.0,95.0,72.4,1.8,87.0,1,Toyota,Auris,Automatic,Hybrid,2015,False
63566,4951.0,150.0,39.8,1.4,97.0,2,Opel,Corsa,Automatic,Petrol,2019,False
20689,16303.0,95.0,64.2,1.5,32.0,2,Ford,Kuga,Manual,Diesel,2017,False
27260,17296.0,145.0,74.3,1.5,87.0,2,Ford,Focus,Manual,Diesel,2017,False
46028,999.0,145.0,32.1,2.0,95.0,4,Mercedes,GLC-Class,Semi-Auto,Petrol,2020,False
54260,8514.0,145.0,39.2,1.2,93.0,4,Toyota,Corolla,Manual,Petrol,2019,False
50285,49115.0,95.0,61.4,2.0,96.0,2,Skoda,Octavia,Manual,Diesel,2015,False
48842,12250.0,95.0,60.1,1.2,42.0,0,Skoda,Fabia,Manual,Petrol,2016,False
17393,18291.0,95.0,74.3,1.5,32.0,3,Ford,Focus,Manual,Diesel,2017,False
9745,22137.0,145.0,70.6,1.5,91.0,2,BMW,1 Series,,Diesel,2017,False
41068,100.0,145.0,64.2,2.0,72.0,4,Mercedes,C-Class,Automatic,Diesel,2019,False
61163,12525.0,95.0,54.3,1.4,79.0,4,Opel,Corsa,Manual,Petrol,2017,False
29628,19223.0,128.75,56.71999999999999,1.0,43.0,1,Ford,Focus,Manual,Petrol,2018,False
73165,50125.0,125.0,51.4,1.2,71.0,0,VW,Polo,Manual,Petrol,2010,False
23863,1566.0,145.0,49.6,1.0,51.0,3,Ford,Focus,Manual,Petrol,2019,False
4873,21.0,145.0,32.1,2.0,85.0,0,Audi,Q5,Semi-Auto,Petrol,2019,False
24930,12224.0,145.0,54.3,1.2,33.0,2,Ford,Fiesta,Manual,Petrol,2019,False
61602,189.0,145.0,37.2,1.4,42.0,1,Opel,Mokka X,Automatic,Petrol,2019,False
68196,12043.0,95.0,62.8,1.0,85.0,0,VW,Up,Manual,Petrol,2016,False
74919,34973.0,145.0,51.31547447720335,2.0,31.0,3,VW,Golf,Automatic,Diesel,2017,False
11817,41387.0,160.0,51.4,3.0,34.0,3,BMW,3 Series,Automatic,Diesel,2017,False
43981,4131.0,145.0,55.4,2.0,30.0,3,Mercedes,C-Class,Automatic,Diesel,2019,False
4999,49875.0,175.0,41.5,3.0,58.0,2,Audi,Q5,Semi-Auto,Diesel,2014,False
3185,2025.0,145.0,33.2,2.0,85.0,1,Audi,Q5,Automatic,Petrol,2019,False
45502,49126.0,145.25,50.540474477203354,2.0,54.0,3,Mercedes,C-Class,Automatic,Hybrid,2016,False
11120,69941.0,145.0,54.3,2.0,84.0,3,BMW,X3,Automatic,Diesel,2015,False
66387,35718.0,127.0,58.9,1.0,87.0,2,VW,Polo,Manual,Petrol,2015,False
41997,3999.0,145.0,32.1,3.0,94.0,2,Mercedes,E-Class,Semi-Auto,Petrol,2020,False
38589,32902.0,124.75,56.5,2.1,51.0,2,Mercedes,GLC-Class,Semi-Auto,Diesel,2017,False
30257,16079.0,145.0,61.4,1.0,55.0,4,Ford,Fiesta,Manual,Petrol,2018,False
43681,2986.0,145.0,53.3,2.0,94.0,0,Mercedes,C-Class,Semi-Auto,Diesel,2019,False
40081,27040.0,145.0,64.2,2.1,54.0,3,Mercedes,C-Class,Automatic,Diesel,2017,False
40998,42000.0,165.0,50.4,3.0,51.0,2,Mercedes,S-Class,Automatic,Diesel,2016,False
15232,17897.0,95.0,65.7,1.0,84.0,0,Ford,Fiesta,Manual,Petrol,2016,False
59993,9494.0,145.0,70.6,1.6,42.0,0,Opel,Grandland X,Manual,Diesel,2018,False
38489,16879.5,145.0,30.4,3.0,57.0,2,Mercedes,C-Class,Automatic,,2019,False
38158,6453.0,145.0,68.9,1.5,81.0,2,Mercedes,A-Class,Automatic,Diesel,2019,False
322,6500.0,145.0,47.9,2.0,54.0,1,Audi,A6,Automatic,Diesel,2019,False
42088,58268.0,95.0,64.2,2.1,77.0,4,Mercedes,GLA-Class,Automatic,Diesel,2017,False
55104,14494.0,95.0,74.3,1.8,94.0,3,Toyota,C-HR,Automatic,Hybrid,2018,False
