car_id,brand,model,year,transmission,mileage,fuel_type,tax,mpg,engine_size,paint_quality,previous_owners,has_damage
49643,Skoda,Yeti Outdoor,2017,Semi-Auto,20926.0,Petrol,145.0,51.4,1.2,92.0,3,False
64484,,Insignia,2016,Manual,44401.0,,125.0,50.4,1.4,61.0,4,False
39038,Mercedes,A-Class,2018,Automatic,27590.0,Diesel,145.0,65.7,1.5,42.0,3,False
33788,Hyundai,Santa Fe,2019,Automatic,6363.0,Diesel,145.0,42.8,2.2,55.0,3,False
52173,Toyota,AYGO,2017,Automatic,47814.0,Petrol,145.0,67.0,1.0,62.0,4,False
15041,Ford,Focus,2017,Manual,11892.0,Petrol,,,1.0,45.0,2,False
73098,VW,Golf,2017,Manual,17042.0,Petrol,95.0,53.3,1.4,40.0,1,False
40007,Mercedes,A-Class,2018,Semi-Auto,3600.0,Petrol,145.0,30.1,3.2,56.0,0,False
6471,Audi,A6,2017,Automatic,22000.0,Diesel,145.0,61.4,2.0,60.0,0,False
2582,Audi,A1,2015,Manual,40383.0,Petrol,95.0,57.6,1.4,61.0,1,False
53828,Toyota,RAV4,0,Automatic,31284.0,Hybrid,135.0,55.4,2.5,89.0,4,False
17299,Ford,Fiesta,2016,Manual,,Petrol,95.0,65.7,1.0,85.0,4,False
48428,Skoda,Citigo,2017,Manual,28309.0,Petrol,150.0,64.2,1.0,88.0,1,False
2804,Audi,A6,2017,Semi-Auto,44000.0,Diesel,145.0,61.4,2.0,36.0,3,False
64783,Opel,Mokka,2016,Manual,11337.0,Petrol,175.0,42.2,1.4,75.0,1,False
13262,BMW,4 Series,2018,Semi-Auto,10305.0,Petrol,150.0,41.5,3.0,56.0,4,False
37252,Mercedes,C-Class,2017,Automatic,67665.0,Diesel,,,2.1,32.0,2,False
74953,VW,Polo,2016,Manual,56470.0,Petrol,95.0,60.1,1.2,60.0,1,False
41575,Mercedes,C-Class,2017,Semi-Auto,18346.0,Diesel,,,2.1,91.0,1,False
47840,Skoda,Octavia,2019,Manual,14108.0,Petrol,145.0,60.1,1.0,71.0,2,False
38318,Mercedes,A-Class,2016,Automatic,43225.0,Diesel,95.0,74.3,1.5,76.0,20,False
43121,Mercedes,C-Class,2017,Automatic,19097.0,Petrol,,,3.0,94.0,2,False
63787,Opel,Mokka X,2019,Manual,8818.0,Petrol,145.0,39.2,1.4,77.0,4,False
69636,VW,Golf,2019,Automatic,2000.0,Petrol,145.0,45.6,1.5,84.0,0,False
25390,Ford,Grand C-Max,2023,Manual,10546.0,Petrol,145.0,54.3,1.0,69.0,2,False
1824,Audi,Q7,2019,Automatic,,Diesel,150.0,33.2,3.0,30.0,2,False
74740,VW,Arteon,2019,Semi-Auto,3111.0,Petrol,145.0,47.1,2.0,57.0,2,False
48000,Skoda,Karoq,2019,Automatic,1262.0,Petrol,145.0,50.4,1.5,49.0,3,False
6429,Audi,Q5,2018,Automatic,16780.0,Petrol,150.0,40.4,2.0,68.0,3,False
40615,Mercedes,A-Class,2016,Manual,39473.0,Diesel,95.0,62.8,2.1,81.0,0,False
62594,Opel,Astra,2016,Manual,7895.0,Diesel,95.0,72.4,1.6,57.0,1,False
43596,Mercedes,GLC-Class,2019,Semi-Auto,2918.0,Petrol,145.0,27.4,3.2,39.0,4,False
15909,,Focus,2018,Manual,20147.0,Petrol,,,2.0,55.0,0,False
62662,Opel,,2018,Manual,17863.0,Petrol,95.0,74.3,2.0641186347051645,30.0,3,False
36671,Mercedes,C-Class,2016,Semi-Auto,57881.0,Diesel,,,2.1,67.0,0,False
3912,Audi,A5,2020,Automatic,3000.0,Petrol,145.0,40.4,2.0,99.0,0,False
61139,Opel,Viva,2017,Manual,5380.0,Petrol,95.0,62.8,1.0,88.0,1,False
56213,Opel,Astra,2016,Manual,51405.0,Diesel,95.0,78.5,1.6,36.0,4,False
67787,VW,Up,2017,Manual,22331.0,Petrol,150.0,64.2,1.0,63.0,4,False
69209,VW,Up,2017,Manual,40205.0,Petrol,150.0,64.2,1.0,90.0,0,False
393,Audi,A3,2014,Manual,25854.0,Petrol,95.0,57.6,1.2,47.0,3,False
24514,Ford,Focus,2018,Manual,11821.0,Petrol,,,1.0,59.0,0,False
51998,Toyota,Corolla,2007,Manual,69941.0,Petrol,175.0,36.7,1.8,70.0,2,False
11741,BMW,,2019,Semi-Auto,2203.0,Petrol,145.0,42.2,2.0,71.0,1,False
4576,Audi,Q3,2020,Automatic,1500.0,Petrol,145.0,31.4,,30.0,1,False
66468,VW,Polo,2017,Manual,15065.0,Petrol,145.0,60.1,1.2,75.0,0,False
34231,Hyundai,i30,2019,Manual,5496.0,Petrol,150.0,34.0,2.0,38.0,0,False
26319,Ford,Fiesta,2017,Manual,6046.0,Diesel,95.0,78.5,1.5,84.0,2,False
18654,Ford,C-Max,2015,Manual,45343.0,Diesel,95.0,61.4,1.6,60.0,3,False
70627,VW,Up,2020,Manual,2038.0,Petrol,145.0,54.3,1.0,35.0,1,False
8864,BMW,X4,2016,Automatic,44572.0,Diesel,175.0,47.9,3.0,54.0,1,False
44507,Mercedes,C-Class,2015,Automatic,34799.0,Diesel,,,2.1,51.0,2,False
72563,VW,,2012,Manual,53439.0,Diesel,95.0,74.3,1.6,77.0,4,False
43078,Mercedes,C-Class,2017,Semi-Auto,35270.0,Diesel,95.0,65.7,2.1,36.0,3,False
75874,VW,Golf,0,Semi-Auto,4823.0,Petrol,150.0,45.6,1.5,36.0,2,False
5281,Audi,Q3,2015,Manual,38497.0,Diesel,95.0,61.4,2.0,88.0,0,False
3737,Audi,A1,2016,Manual,36278.0,Petrol,95.0,56.5,1.4,99.0,0,False
57286,Opel,Corsa,2017,Manual,22000.0,Petrol,95.0,55.4,1.4,89.0,1,False
18430,Ford,Focus,2019,Manual,5068.0,Petrol,145.0,60.1,1.0,53.0,2,False
14532,BMW,3 Series,2019,Semi-Auto,3465.0,Diesel,150.0,52.3,2.0,96.0,4,False
32595,Hyundai,Kona,2020,Automatic,2083.0,Hybrid,135.0,52.3,1.6,99.0,4,False
65938,VW,Golf,2019,Semi-Auto,6545.0,Diesel,145.0,49.6,2.0,60.0,3,False
42022,Mercedes,E-Class,2015,Semi-Auto,42040.0,Diesel,160.0,51.4,3.0,30.0,0,False
42780,Mercedes,C-Class,2017,Semi-Auto,10745.0,Diesel,,,2.1,47.0,1,False
37551,Mercedes,GLE-Class,2017,Automatic,19300.0,Diesel,145.0,39.2,3.0,76.0,0,False
67794,VW,Tiguan,2018,Semi-Auto,28313.0,Diesel,150.0,57.6,2.0,78.0,6,False
33031,Hyundai,i10,2013,Manual,35700.0,Petrol,95.0,61.4,1.2,33.0,0,False
6000,Audi,A3,2017,Semi-Auto,28744.0,Petrol,145.0,56.5,1.5,98.0,4,False
61070,Opel,Mokka,2016,Manual,25140.0,Petrol,175.0,40.9,1.6,83.0,4,False
36219,Mercedes,C-Class,2019,Semi-Auto,2905.0,Diesel,,,2.0,43.0,1,False
16417,Ford,Grand C-Max,2017,Manual,12124.0,Diesel,95.0,64.2,1.5,42.0,1,False
68840,VW,Polo,2019,Manual,4436.0,Petrol,150.0,52.3,,98.0,2,False
49307,Skoda,Kodiaq,2017,Manual,29340.0,Diesel,145.0,,2.0,45.0,1,False
67356,VW,Golf,2017,Manual,37343.0,Diesel,95.0,67.3,2.0,44.0,2,False
40954,Mercedes,A-Class,2017,Automatic,16813.0,Diesel,145.0,68.9,2.1,97.0,1,False
69269,VW,Golf,2017,Manual,16724.0,Petrol,145.0,54.3,1.4,79.0,3,False
20570,,Fiesta,2018,Manual,12267.0,Petrol,145.0,65.7,1.0,85.0,1,False
41153,Mercedes,A-Class,2019,Semi-Auto,14708.0,Diesel,145.0,68.9,1.5,45.0,0,False
72267,VW,Golf,2017,Manual,22890.0,Petrol,95.0,53.3,1.4,64.0,0,False
37836,Mercedes,C-Class,2018,Semi-Auto,3891.0,Petrol,,,3.2,75.0,1,False
24494,Ford,Fiesta,2019,Manual,,Petrol,145.0,58.9,1.0,55.0,1,False
63243,Opel,Corsa,2015,Manual,37295.0,Petrol,125.0,53.3,1.2,94.0,2,False
39175,Mercedes,GLC-Class,2019,Semi-Auto,2677.0,Diesel,145.0,44.8,2.0,54.0,2,False
38754,Mercedes,C-Class,2019,Semi-Auto,1768.0,Diesel,,,2.0,85.0,4,False
46960,Skoda,Octavia,2014,Semi-Auto,57234.0,Diesel,95.0,62.8,2.0,,3,False
20341,Ford,Fiesta,2015,Manual,34000.0,Petrol,125.0,54.3,1.2,84.0,0,False
73076,VW,Golf,2016,Semi-Auto,13957.0,Diesel,95.0,62.8,2.0,90.0,2,False
46541,Mercedes,C-Class,2017,Automatic,16509.0,Diesel,,,2.1,41.0,2,False
23924,Ford,Focus,2017,Manual,22988.0,Petrol,,,1.0,52.0,1,False
64363,Opel,Insignia,0,Manual,8256.0,Petrol,145.0,50.4,1.5,96.0,2,False
69746,VW,Polo,2017,Manual,17580.0,Petrol,145.0,60.1,1.2,49.0,1,False
38686,Mercedes,C-Class,2019,Semi-Auto,2239.0,Petrol,145.0,46.3,1.5,49.0,3,False
68693,VW,Caddy Maxi Life,2019,Semi-Auto,9277.0,Diesel,145.0,54.3,2.0,30.0,1,False
43783,Mercedes,C-Class,2019,Automatic,5511.0,Diesel,,,2.0,86.0,2,False
10137,BMW,5 Series,2017,Automatic,18820.0,Diesel,145.0,65.7,2.0,100.0,4,False
74092,VW,Golf,2019,Manual,2000.0,Petrol,145.0,47.1,2.9857934392613865,77.0,0,False
46003,Mercedes,GLA-Class,0,Manual,59280.0,Diesel,95.0,62.8,,30.0,0,False
53030,Toyota,Auris,2013,Manual,31814.0,Petrol,150.0,47.9,1.6,81.0,1,True
13360,BMW,2 Series,2019,Semi-Auto,9683.0,Diesel,145.0,57.7,2.0,32.0,4,False
70729,VW,Tiguan,2019,Manual,8138.0,Petrol,145.0,38.2,1.5,69.0,3,False
50989,Skoda,Citigo,2018,Manual,10924.0,Petrol,145.0,64.2,1.0,52.0,4,False
12229,BMW,1 Series,2018,Manual,12139.0,Petrol,150.0,36.2,3.0,43.0,0,False
33190,Hyundai,i20,2015,Manual,6413.0,Petrol,95.0,55.4,1.2,81.0,3,False
3934,Audi,A1,2017,Manual,22300.0,Diesel,145.0,76.3,1.6,49.0,0,False
65056,Opel,Astra,2016,Manual,52636.0,Diesel,95.0,78.5,1.6,54.0,3,False
41514,Mercedes,C-Class,2015,Semi-Auto,19039.0,Diesel,,,2.1,72.0,2,False
53210,Toyota,Yaris,2019,Automatic,3180.0,Petrol,145.0,47.9,1.5,38.0,1,False
31926,Hyundai,Santa Fe,2014,Semi-Auto,69059.0,Diesel,175.0,41.5,2.2,94.0,2,False
5719,Audi,A6,2019,Semi-Auto,8000.0,Diesel,150.0,35.8,3.0,50.0,4,False
10072,BMW,5 Series,2014,Automatic,69941.0,Diesel,125.0,57.6,2.0,71.0,0,False
33654,Hyundai,Tucson,2017,Manual,13673.0,Petrol,145.0,44.8,1.6,62.0,1,False
62452,Opel,Mokka X,2019,Manual,18560.0,Petrol,145.0,39.2,1.4,95.0,1,False
25799,Ford,C-Max,2014,Manual,,Diesel,125.0,55.4,2.0,55.0,1,False
27701,Ford,Fiesta,2014,Manual,13462.0,Petrol,95.0,65.7,1.0,34.0,20,False
73933,VW,Golf,2017,Manual,31069.0,Diesel,95.0,74.3,1.6,36.0,0,False
21010,Ford,Fiesta,2017,Manual,23080.0,Petrol,145.0,54.3,1.2,46.0,4,False
49611,Skoda,Fabia,2018,Manual,14301.0,Petrol,145.0,57.7,1.0,57.0,4,True
56341,Opel,Meriva,2016,Manual,19155.0,Petrol,150.0,47.1,1.4,72.0,4,False
34700,Hyundai,Kona,2019,Manual,4131.0,Petrol,145.0,44.1,1.0,79.0,3,False
51544,Toyota,Prius,2019,Automatic,6500.0,Hybrid,135.0,64.2,1.8,37.0,3,False
27055,Ford,Kuga,2016,Automatic,10713.0,Petrol,95.0,38.2,1.5,3.2257436177114727,2,False
61298,Opel,Insignia,2011,Manual,69941.0,Diesel,125.0,60.1,,80.0,1,False
13133,BMW,X4,2019,Automatic,8610.0,Diesel,145.0,40.9,3.0,56.0,0,False
52929,Toyota,Yaris,2018,Manual,7740.0,Petrol,145.0,,1.5,45.0,4,False
65221,Opel,Insignia,2019,Automatic,13002.0,Diesel,145.0,50.4,2.0,56.0,4,False
19729,Ford,Fiesta,2017,Manual,28000.0,Petrol,145.0,65.7,,60.0,2,False
20345,Ford,Focus,2013,Manual,63784.0,Petrol,,,1.0,86.0,4,False
5616,Audi,Unknown,2010,Semi-Auto,59811.0,Diesel,150.0,56.5,2.0,96.0,3,False
37968,Mercedes,GLS-Class,2018,Automatic,5987.0,Diesel,145.0,37.2,3.0,36.0,0,False
16053,Ford,EcoSport,2018,Manual,18457.0,Petrol,150.0,54.3,1.0,51.0,0,False
30339,Ford,Kuga,2019,Manual,8987.0,Diesel,145.0,38.2,2.0,69.0,4,False
61367,Opel,Corsa,2016,Unknown,12197.0,Petrol,95.0,55.4,1.0,87.0,1,False
40105,Mercedes,C-Class,2016,Manual,23216.0,Diesel,95.0,68.9,1.6,54.0,1,False
22968,Ford,Kuga,2019,Manual,12174.0,Diesel,145.0,47.9,2.0,57.0,4,False
4899,Audi,A3,2012,Manual,48000.0,Diesel,95.0,68.9,1.6,95.0,0,False
22834,Ford,Fiesta,2019,Manual,4293.0,Petrol,145.0,60.1,1.0,81.0,0,False
63033,Opel,Mokka X,2017,Manual,16391.0,Petrol,145.0,47.1,1.4,66.0,4,False
652,Audi,A3,2020,Semi-Auto,6000.0,Petrol,145.0,41.5,1.5,32.0,1,False
12610,BMW,X1,2017,Automatic,19116.0,Diesel,145.0,57.6,2.0,59.0,0,False
6275,Audi,A1,2017,Manual,11000.0,Petrol,95.0,,1.4,33.0,0,False
43174,Mercedes,A-Class,2020,Semi-Auto,1000.0,Petrol,145.0,53.3,1.3,96.0,3,False
5882,Audi,A6,2020,Semi-Auto,2000.0,Diesel,145.0,50.4,2.0,77.0,1,False
71592,VW,Tiguan,2016,Semi-Auto,23767.0,Diesel,165.0,49.6,2.0,70.0,1,True
15489,Ford,Fiesta,2017,,23018.0,Petrol,95.0,65.7,1.0,50.0,0,False
39832,Mercedes,SL-Class,2019,Semi-Auto,2403.0,Petrol,145.0,47.1,2.0,60.0,2,False
37482,Mercedes,C-Class,2018,Automatic,9000.0,Petrol,145.0,29.4,3.0,30.0,4,False
58905,Opel,Zafira,2016,Manual,46990.0,Petrol,175.0,42.2,1.4,79.0,4,False
72893,VW,Golf,2018,Semi-Auto,6314.0,Petrol,145.0,44.8,2.0,60.0,2,False
23376,Ford,Focus,2018,Manual,8000.0,Diesel,,,1.5,65.0,1,False
68715,VW,Passat,2015,Manual,46501.0,Diesel,95.0,70.6,1.6,50.0,2,False
51410,Toyota,AYGO,2014,Manual,23322.0,Petrol,95.0,69.0,1.0,68.0,2,False
33843,Hyundai,Kona,2018,Manual,7138.0,Petrol,145.0,52.3,,41.0,3,False
14055,BMW,X1,2018,Automatic,12848.0,Petrol,145.0,44.8,2.0,92.0,3,False
934,Audi,TT,2014,Manual,60000.0,Petrol,165.0,44.1,1.8,78.0,2,False
59525,Opel,Corsa,2015,Manual,35449.0,Petrol,125.0,54.3,1.4,91.0,2,False
38236,Mercedes,A-Class,2019,Semi-Auto,10517.0,Petrol,150.0,53.3,1.3,53.0,3,False
25151,Ford,Focus,2018,Automatic,11233.0,Petrol,145.0,48.7,1.0,39.0,4,False
42477,Mercedes,C-Class,2019,Automatic,,Hybrid,,,2.0,61.0,1,False
32081,Hyundai,Tucson,2017,Manual,12811.0,Diesel,150.0,61.7,1.7,92.0,4,False
68532,VW,Polo,2017,Unknown,29000.0,Petrol,95.0,60.1,1.2,94.0,0,False
39706,,GLE-Class,2020,Semi-Auto,14.0,Petrol,145.0,29.5,3.0,84.0,0,False
35013,Mercedes,,2017,Automatic,49650.0,Diesel,150.0,74.3,1.5,42.0,1,False
52675,Toyota,Auris,2017,Automatic,,Hybrid,95.0,78.5,1.8,59.0,1,False
48366,Skoda,Octavia,2017,Semi-Auto,27976.0,Petrol,145.0,57.7,1.4,50.0,3,False
29035,Ford,Kuga,2019,Manual,10428.0,Diesel,145.0,38.2,2.0,68.0,2,False
31080,Ford,Mondeo,2017,Manual,69941.0,Diesel,95.0,64.2,2.0,95.0,0,False
8879,BMW,2 Series,2019,Semi-Auto,9275.0,Petrol,145.0,40.9,1.5,60.0,2,False
5643,Audi,Q3,2017,Semi-Auto,25400.0,Petrol,150.0,47.9,1.4,65.0,4,False
45607,Mercedes,A-Class,2017,Semi-Auto,7100.0,Petrol,145.0,52.3,1.6,66.0,0,False
2365,Audi,A6,2018,Unknown,18200.0,Diesel,145.0,61.4,2.0,56.0,2,False
15035,Ford,Focus,2017,Manual,11000.0,Petrol,145.0,51.4,,65.0,4,False
15512,Ford,S-Max,2016,,69941.0,Diesel,125.0,56.5,2.0,79.0,2,False
2468,Audi,A3,2019,Manual,6500.0,Diesel,145.0,51.4,1.6,90.0,2,False
72272,VW,Golf,2019,Manual,3180.0,Petrol,145.0,37.7,2.0,56.0,2,False
9913,BMW,5 Series,2016,Semi-Auto,21476.0,Diesel,95.0,62.8,2.0,49.0,2,False
23076,Ford,Focus,2018,Manual,,Petrol,,,1.0,46.0,1,False
41216,Mercedes,,2017,Semi-Auto,12960.0,Diesel,145.0,56.5,2.1,45.0,3,True
64923,Opel,Mokka X,2017,Manual,18154.0,Petrol,145.0,47.1,2.0641186347051645,46.0,4,False
30298,Ford,S-Max,0,Manual,27330.0,Diesel,125.0,51.4,2.0,46.0,1,False
34751,Hyundai,i40,2017,Manual,34328.0,Diesel,145.0,67.3,1.7,3.25476012547432,2,False
15619,Ford,Focus,2018,Semi-Auto,7672.0,Petrol,145.0,51.4,1.0,54.0,4,False
67019,VW,Golf,2015,Semi-Auto,19087.0,Petrol,95.0,53.3,1.4,96.0,4,False
2054,Audi,A3,2017,Manual,24200.0,Petrol,145.0,54.3,1.5,68.0,4,False
53516,,Yaris,2017,Manual,9851.0,Petrol,95.0,55.0,1.3,48.0,2,False
57645,Opel,Corsa,2015,Manual,69941.0,Petrol,95.0,55.4,1.4,93.0,4,False
43453,Mercedes,C-Class,2019,Automatic,20.0,Petrol,145.0,46.3,1.5,44.0,0,False
35269,Mercedes,GLA-Class,2019,Automatic,3334.0,Diesel,145.0,56.5,2.1,40.0,2,False
50151,Skoda,Yeti Outdoor,2017,Semi-Auto,20497.0,Petrol,125.0,51.4,1.2,69.0,1,False
69697,VW,Golf,2019,Manual,10.0,Petrol,145.0,48.7,1.0,54.0,0,False
32094,Hyundai,i10,2017,,12455.0,Petrol,150.0,57.7,1.2,80.0,0,False
40158,Mercedes,C-Class,2019,Semi-Auto,,Petrol,,,1.5,88.0,0,False
63995,Opel,Corsa,2015,Manual,53000.0,Petrol,95.0,55.4,1.4,36.0,2,False
18164,Ford,Focus,2016,Manual,33566.0,Diesel,,,2.0,40.0,1,False
26316,Ford,Mondeo,2017,Manual,55764.0,Diesel,95.0,67.3,2.0,97.0,3,False
33465,Hyundai,ix20,2016,,55979.0,Petrol,125.0,50.4,1.4,94.0,2,False
68533,VW,Polo,2017,Manual,9045.0,Petrol,95.0,60.1,1.0,90.0,1,False
40761,Mercedes,C-Class,2018,Semi-Auto,7894.0,Diesel,,,2.1,83.0,0,False
69512,VW,Golf,2016,Semi-Auto,28421.0,Petrol,,21.549999999999997,2.0,63.0,4,False
11349,BMW,3 Series,2002,Automatic,69941.0,Petrol,175.0,33.6,2.0,62.0,0,False
63159,Opel,Zafira,2017,Manual,23243.0,Petrol,145.0,41.5,1.4,63.0,3,False
7521,BMW,X1,2016,Semi-Auto,24592.0,Petrol,160.0,44.8,2.0,80.0,3,False
48295,Skoda,Fabia,2017,Manual,18743.0,Petrol,145.0,60.1,1.2,73.0,2,False
48882,Skoda,Citigo,2017,Manual,6630.0,Petrol,145.0,68.9,1.0,49.0,4,False
75707,VW,Golf,2019,Semi-Auto,9612.0,Petrol,145.0,36.2,2.0,80.0,4,False
70672,VW,Passat,2017,Manual,18181.0,Diesel,145.0,68.9,2.0,88.0,4,False
17209,Ford,Fiesta,2012,Manual,65177.0,Petrol,145.0,47.9,1.6,72.0,0,False
44747,Mercedes,B-Class,2018,Semi-Auto,14890.0,Diesel,145.0,68.9,,73.0,4,False
25844,Ford,Focus,2018,Manual,9987.0,Petrol,145.0,58.9,1.0,73.0,3,False
61579,Opel,Astra,2014,Manual,18380.0,Petrol,175.0,39.2,1.6,91.0,4,False
18762,Ford,S-Max,2016,Manual,29118.0,Diesel,125.0,56.5,2.0,63.0,1,True
36385,Mercedes,C-Class,2017,Semi-Auto,34301.0,Diesel,,,2.1,91.0,3,False
16627,Ford,Focus,2019,Automatic,7529.0,Diesel,,,1.5,71.0,2,False
38058,Mercedes,C-Class,2019,Semi-Auto,15536.0,Petrol,145.0,47.1,1.5,78.0,4,False
15702,Ford,Focus,2018,Manual,20145.0,Petrol,145.0,41.5,2.0,37.0,1,False
8978,BMW,4 Series,2018,Semi-Auto,29101.0,Diesel,145.0,65.7,2.0,45.0,4,False
18255,Ford,Focus,2016,Manual,43960.0,Diesel,,,1.5,56.0,2,False
63680,Opel,Combo Life,2019,Manual,1700.0,Petrol,145.0,42.2,1.2,61.0,0,False
63572,Opel,Mokka X,2018,Manual,32808.0,Petrol,150.0,39.2,1.4,61.0,0,False
55897,Opel,Meriva,2012,Automatic,39121.0,Diesel,175.0,46.3,1.7,33.0,1,False
50321,Skoda,Fabia,2016,Automatic,8441.0,Petrol,95.0,60.1,1.2,52.0,0,False
44075,Mercedes,GLA-Class,2020,Semi-Auto,3195.0,Petrol,145.0,35.8,1.6,35.0,4,False
54759,Toyota,Corolla,2019,Automatic,6834.0,Hybrid,135.0,72.4,2.0,72.0,2,False
12006,BMW,3 Series,2016,Semi-Auto,45341.0,Diesel,95.0,74.3,2.0,57.0,1,False
5189,Audi,A5,2008,Semi-Auto,69941.0,Diesel,175.0,42.2,2.7,70.0,0,False
20544,Ford,Edge,2017,Manual,28027.0,Diesel,160.0,48.7,2.0,70.0,1,False
37590,Mercedes,C-Class,2018,Semi-Auto,7073.0,Diesel,,,2.0,33.0,4,False
15426,Ford,Fiesta,2023,Manual,28006.0,Petrol,95.0,62.8,1.0,45.0,3,False
470,Audi,A4,2014,Manual,51000.0,Diesel,95.0,61.4,2.0,32.0,1,False
4527,Audi,Q3,2023,Manual,20255.0,Petrol,175.0,38.7,2.0,79.0,3,False
9222,BMW,1 Series,2014,Manual,46000.0,Petrol,145.0,50.4,1.6,64.0,4,False
8111,BMW,2 Series,2016,Automatic,17574.0,Petrol,125.0,51.4,1.5,72.0,3,False
66718,VW,Scirocco,2015,Manual,48870.0,Diesel,95.0,55.4,2.0,93.0,0,False
9070,BMW,5 Series,2019,Automatic,123.0,Diesel,145.0,60.1,3.0,74.0,1,False
74124,VW,Polo,2017,Manual,14500.0,Petrol,95.0,,1.2,41.0,1,False
5746,Audi,Q2,2019,Semi-Auto,4077.0,Petrol,145.0,87.55,1.5,72.0,0,False
48278,Skoda,Citigo,2017,Manual,22588.0,Petrol,95.0,64.2,1.0,42.0,3,False
71134,VW,Golf,2017,Manual,34638.0,Petrol,145.0,55.4,1.5,36.0,20,False
38665,Mercedes,A-Class,2018,Semi-Auto,8551.0,Petrol,145.0,53.3,1.3,53.0,2,False
74140,VW,Golf,2017,Manual,30532.0,Diesel,95.0,67.3,2.0,30.0,0,False
51070,Skoda,Octavia,2017,Manual,21800.0,Petrol,150.0,57.7,1.5,41.0,4,False
13129,BMW,X1,2019,Automatic,3195.0,Diesel,145.0,60.1,2.0,40.0,2,False
9749,BMW,X1,2016,Manual,37032.0,Diesel,,60.1,2.0,90.0,0,False
63967,Opel,Mokka X,2019,Manual,8122.0,Diesel,145.0,50.4,1.6,87.0,1,False
3929,Audi,Q2,2017,Semi-Auto,14575.0,Petrol,145.0,54.3,1.4,63.0,4,False
24788,Ford,Edge,2017,Manual,22000.0,Diesel,150.0,47.9,2.0,94.0,0,False
38060,Mercedes,A-Class,2016,Manual,44277.0,Diesel,95.0,80.7,1.5,42.0,0,False
17860,Ford,,2018,Manual,,Diesel,145.0,68.9,1.5,30.0,3,False
42098,Mercedes,B-Class,2020,Semi-Auto,10.0,Diesel,95.0,55.4,2.0,36.0,0,False
16212,Ford,Focus,2019,Manual,4165.0,Petrol,145.0,60.1,1.0,42.0,1,False
64168,Opel,Astra,2014,Manual,41000.0,Diesel,125.0,58.9,2.0,57.0,2,False
26935,Ford,Focus,2023,Automatic,9137.0,Petrol,,,1.0,75.0,0,False
4183,Audi,Q3,2019,Automatic,12190.0,Petrol,150.0,38.2,1.5,44.0,1,False
31459,Hyundai,Ioniq,2018,Semi-Auto,37445.0,Hybrid,135.0,78.5,1.6,43.0,4,False
26614,Ford,Grand C-Max,2016,Automatic,17893.0,Diesel,95.0,58.9,1.5,40.0,0,False
36408,Mercedes,C-Class,2019,Semi-Auto,15251.0,Diesel,145.0,61.4,2.0,64.0,3,False
58055,Opel,,2015,Automatic,8390.0,Petrol,140.0,47.9,1.4,74.0,3,False
39914,Mercedes,C-Class,2019,Automatic,754.0,,145.0,46.3,1.5,70.0,4,False
74694,VW,Golf,2018,Semi-Auto,12546.0,Petrol,145.0,39.8,2.0,76.0,2,False
18565,Ford,Fiesta,2014,Manual,34922.0,Petrol,145.0,47.9,1.6,48.0,20,False
49407,,Fabia,2019,Manual,3743.0,Petrol,145.0,50.4,1.0,92.0,3,False
72821,VW,Golf,2019,Manual,5673.0,Petrol,145.0,47.1,1.5,57.0,2,False
18267,Ford,Mondeo,2016,Manual,69941.0,Diesel,95.0,78.5,1.5,97.0,2,False
4503,Audi,A4,2019,Manual,5850.0,Petrol,145.0,39.2,2.0,91.0,2,False
74025,,Golf,2016,Semi-Auto,34682.0,Diesel,95.0,62.8,2.0,39.0,1,False
61933,Opel,Astra,2019,Manual,5761.0,Petrol,145.0,62.8,1.0,86.0,2,False
71877,VW,Polo,2019,Manual,5000.0,Petrol,145.0,52.3,1.0,55.0,4,False
46610,Mercedes,GL-Class,2015,Automatic,53789.0,Diesel,125.0,56.5,2.1,53.0,1,False
60069,Opel,Vivaro,2016,Manual,40230.0,Diesel,160.0,50.4,1.6,65.0,0,False
4498,Audi,A5,2017,Automatic,22491.0,Petrol,145.0,43.5,2.0,80.0,3,False
12313,BMW,M4,2019,Semi-Auto,5486.0,Petrol,145.0,34.0,3.0,83.0,4,False
73989,VW,Golf,2017,Automatic,18462.0,Petrol,95.0,65.7,1.0,42.0,0,False
60325,,Corsa,2017,Manual,26564.0,Petrol,145.0,55.4,1.4,80.0,0,False
48749,Skoda,Fabia,2018,Manual,6000.0,,145.0,64.2,1.0,78.0,1,False
40953,Mercedes,E-Class,2015,Automatic,67000.0,,95.0,64.2,2.1,76.0,2,False
46718,Mercedes,C-Class,2015,Semi-Auto,38783.0,Diesel,95.0,64.2,2.1,63.0,3,False
70845,VW,Polo,2023,Semi-Auto,2704.0,Petrol,150.0,39.8,2.0,70.0,4,False
73432,VW,Tiguan,2020,Manual,2000.0,Diesel,145.0,47.9,2.0,55.0,1,False
34137,Hyundai,Tucson,2020,Semi-Auto,3000.0,Petrol,145.0,36.2,1.6,89.0,1,False
55352,Toyota,Yaris,2019,Manual,3242.0,Petrol,145.0,47.9,1.5,58.0,1,False
39318,Mercedes,C-Class,2019,Automatic,6664.0,Diesel,,,2.0,64.0,2,False
36933,Mercedes,,2015,Semi-Auto,39687.0,Petrol,,,2.0,58.0,3,False
18936,Ford,Focus,2019,Manual,12250.0,Diesel,,,1.5,31.0,2,False
21601,Ford,Fiesta,2016,Manual,24242.0,Petrol,95.0,65.7,1.0,67.0,0,False
